Brand_Acc,createddate,salesid,subtotal,totaldiscount,osschannelid,dwinf_salesactivity,dataareaid,Transaction_ID,Medium,Date,Product_Revenue
B000711590,18AUG2017:00:00:00.000,SO02023272,139.99,139.99,Web,RECR,au,o526515714,organic,18/08/2017,$266.78
B000518160,18AUG2017:00:00:00.000,SO02023401,290.88,320.86,Web,WEB,au,o302721758,organic,18/08/2017,$554.33
B000557942,19AUG2017:00:00:00.000,SO02023986,359.76,359.76,Web,WEB,au,o477715092,organic,19/08/2017,$685.59
B000712967,20AUG2017:00:00:00.000,SO02025033,139.99,139.99,Web,RECR,au,o530073581,organic,21/08/2017,$266.78
B000713119,21AUG2017:00:00:00.000,SO02025602,139.99,139.99,Web,RECR,au,o528170236,organic,20/08/2017,$266.78
B000713137,21AUG2017:00:00:00.000,SO02025666,139.99,139.99,Web,RECR,au,o527285985,organic,19/08/2017,$266.78
B000624860,21AUG2017:00:00:00.000,SO02026621,119.88,132.87,Web,RECR,au,o473271673,organic,22/08/2017,$228.45
B000714176,22AUG2017:00:00:00.000,SO02027847,139.99,139.99,Web,RECR,au,o532668949,organic,22/08/2017,$266.78
B000446909,23AUG2017:00:00:00.000,SO02029499,149.88,149.88,Web,WEB,au,o447376017,organic,23/08/2017,$285.62
B000714955,23AUG2017:00:00:00.000,SO02029502,139.99,119.99,Web,RECR,au,o533807945,organic,23/08/2017,$266.78
B000714977,23AUG2017:00:00:00.000,SO02029535,139.99,139.99,Web,RECR,au,o533885728,organic,23/08/2017,$266.78
B000516045,24AUG2017:00:00:00.000,SO02029988,139.99,139.99,Web,RECR,au,o534562877,organic,24/08/2017,$266.78
B000706549,24AUG2017:00:00:00.000,SO02031030,167.88,157.87,Web,WEB,au,o534967105,organic,24/08/2017,$319.93
B000715811,24AUG2017:00:00:00.000,SO02032039,139.99,119.99,Web,RECR,au,o535802300,organic,25/08/2017,$266.78
B000541169,25AUG2017:00:00:00.000,SO02032448,355.23,355.23,Web,WEB,au,o476786702,organic,25/08/2017,$676.96
B000671986,25AUG2017:00:00:00.000,SO02032628,139.99,139.99,Web,RECR,au,o423651452,organic,25/08/2017,$266.78
B000716604,26AUG2017:00:00:00.000,SO02033453,139.99,139.99,Web,RECR,au,o537389618,organic,26/08/2017,$266.78
B000694122,27AUG2017:00:00:00.000,SO02033757,149.88,159.87,Web,WEB,au,o499563312,organic,27/08/2017,$285.62
B000484079,31AUG2017:00:00:00.000,SO02037617,335.76,335.76,Web,WEB,au,o452508964,organic,31/08/2017,$639.85
B000698471,31AUG2017:00:00:00.000,SO02038464,119.88,129.87,Web,RECR,au,o526136516,organic,31/08/2017,$228.45
B000586485,31AUG2017:00:00:00.000,SO02038837,139.99,139.99,Web,RECR,au,o298756980,organic,31/08/2017,$266.78
B000399675,01SEP2017:00:00:00.000,SO02039938,179.88,194.87,Web,WEB,au,o458501769,organic,01/09/2017,$342.80
B000719855,03SEP2017:00:00:00.000,SO02041602,139.99,139.99,Web,RECR,au,o547024830,organic,03/09/2017,$266.78
B000589595,03SEP2017:00:00:00.000,SO02041726,191.88,201.87,Web,WEB,au,o447032299,organic,03/09/2017,$365.66
B000677853,03SEP2017:00:00:00.000,SO02041937,179.88,194.87,Web,WEB,au,o531052850,organic,03/09/2017,$342.80
B000720154,03SEP2017:00:00:00.000,SO02042044,139.99,139.99,Web,RECR,au,o549240773,organic,04/09/2017,$266.78
B000720456,04SEP2017:00:00:00.000,SO02043203,139.99,139.99,Web,RECR,au,o549454786,organic,04/09/2017,$266.78
B000073140,05SEP2017:00:00:00.000,SO02043780,139.99,139.99,Web,RECR,au,o423635758,organic,05/09/2017,$266.78
B000720797,05SEP2017:00:00:00.000,SO02044178,285,235,Web,WEB,au,o550025285,organic,05/09/2017,$594.57
B000720836,05SEP2017:00:00:00.000,SO02044312,139.99,139.99,Web,RECR,au,o550067849,organic,05/09/2017,$266.78
B000194848,05SEP2017:00:00:00.000,SO02044546,139.99,139.99,Web,RECR,au,o202340443,organic,05/09/2017,$266.78
B000620019,07SEP2017:00:00:00.000,SO02046131,260.82,280.8,Web,WEB,au,o335938621,organic,07/09/2017,$497.04
B000615860,08SEP2017:00:00:00.000,SO02048885,194.85,185.36,Web,WEB,au,o555209982,organic,08/09/2017,$371.32
B000475279,08SEP2017:00:00:00.000,SO02048892,266.82,286.8,Web,WEB,au,o430038821,organic,08/09/2017,$508.48
B000582787,09SEP2017:00:00:00.000,SO02049344,194.06,209.05,Web,WEB,au,o393653239,organic,09/09/2017,$426.99
B000722185,09SEP2017:00:00:00.000,SO02049489,119.88,129.87,Web,RECR,au,o556426022,organic,09/09/2017,$228.45
B000722270,09SEP2017:00:00:00.000,SO02049690,234.48,221.02,Web,WEB,au,o556633230,organic,09/09/2017,$446.85
B000722751,11SEP2017:00:00:00.000,SO02051300,139.99,139.99,Web,RECR,au,o558993621,organic,12/09/2017,$266.78
B000697686,12SEP2017:00:00:00.000,SO02051984,119.88,129.87,Web,RECR,au,o484782201,organic,12/09/2017,$228.45
B000114842,12SEP2017:00:00:00.000,SO02052330,119.88,129.87,Web,RECR,au,o521951779,organic,12/09/2017,$228.45
B000114842,12SEP2017:00:00:00.000,SO02052332,161.88,171.87,Web,WEB,au,o559317773,organic,12/09/2017,$308.49
B000721650,12SEP2017:00:00:00.000,SO02052393,187.79,197.78,Web,WEB,au,o553568025,organic,12/09/2017,$357.87
B000475048,13SEP2017:00:00:00.000,SO02053046,139.99,139.99,Web,RECR,au,o559944745,organic,13/09/2017,$266.78
B000641590,14SEP2017:00:00:00.000,SO02054652,139.99,139.99,Web,RECR,au,o399621963,organic,14/09/2017,$266.78
B000548602,15SEP2017:00:00:00.000,SO02056480,483.75,483.75,Web,WEB,au,o465810483,organic,15/09/2017,$921.88
B000495631,16SEP2017:00:00:00.000,SO02056942,139.99,139.99,Web,RECR,au,o341863855,organic,16/09/2017,$266.78
B000724342,17SEP2017:00:00:00.000,SO02057624,139.99,139.99,Web,RECR,au,o563264090,organic,17/09/2017,$266.78
B000703585,18SEP2017:00:00:00.000,SO02058058,119.88,134.87,Web,RECR,au,o502212672,organic,18/09/2017,$228.45
B000146812,18SEP2017:00:00:00.000,SO02058351,299.76,299.76,Web,WEB,au,o563751383,organic,18/09/2017,$571.25
B000620510,18SEP2017:00:00:00.000,SO02058647,187.35,187.35,Web,WEB,au,o457819686,organic,18/09/2017,$357.03
B000192842,18SEP2017:00:00:00.000,SO02058831,203.88,213.87,Web,WEB,au,o497087745,organic,18/09/2017,$388.53
B000724831,19SEP2017:00:00:00.000,SO02059703,139.99,139.99,Web,RECR,au,o564792470,organic,19/09/2017,$266.78
B000686865,19SEP2017:00:00:00.000,SO02059800,119.88,129.87,Web,RECR,au,o445269415,organic,19/09/2017,$228.45
B000113148,19SEP2017:00:00:00.000,SO02059956,139.99,139.99,Web,RECR,au,o414904999,organic,19/09/2017,$266.78
B000070899,19SEP2017:00:00:00.000,SO02060067,224.4,239.39,Web,WEB,au,o564793111,organic,19/09/2017,$427.64
B000634153,21SEP2017:00:00:00.000,SO02061322,139.99,139.99,Web,RECR,au,o560746578,organic,21/09/2017,$266.78
B000725394,21SEP2017:00:00:00.000,SO02061838,139.99,139.99,Web,RECR,au,o566855659,organic,21/09/2017,$266.78
B000635612,22SEP2017:00:00:00.000,SO02062893,139.99,139.99,Web,RECR,au,o566833488,organic,22/09/2017,$266.78
B000256765,23SEP2017:00:00:00.000,SO02063576,139.99,139.99,Web,RECR,au,o490401571,organic,23/09/2017,$266.78
B000693279,23SEP2017:00:00:00.000,SO02063686,119.88,134.87,Web,RECR,au,o466525164,organic,23/09/2017,$228.45
B000691734,25SEP2017:00:00:00.000,SO02065146,167.88,182.87,Web,EM,au,o561409240,organic,26/09/2017,$319.93
B000278646,26SEP2017:00:00:00.000,SO02065686,139.99,139.99,Web,RECR,au,o549876819,organic,26/09/2017,$266.78
B000726514,26SEP2017:00:00:00.000,SO02066013,227.88,215.08,Web,WEB,au,o570732903,organic,27/09/2017,$434.27
B000241759,28SEP2017:00:00:00.000,SO02067601,167.88,177.87,Web,WEB,au,o393811900,organic,28/09/2017,$319.93
B000308976,29SEP2017:00:00:00.000,SO02068981,329.76,329.76,Web,EM,au,o463955583,organic,29/09/2017,$628.42
B000727074,29SEP2017:00:00:00.000,SO02069288,139.99,139.99,Web,RECR,au,o572693592,organic,29/09/2017,$266.78
B000576537,30SEP2017:00:00:00.000,SO02069507,179.88,194.87,Web,WEB,au,o476945147,organic,30/09/2017,$342.80
B000727584,02OCT2017:00:00:00.000,SO02070186,477.39,429.65,Web,WEB,au,o575029506,organic,02/10/2017,$909.76
B000727790,03OCT2017:00:00:00.000,SO02071382,139.99,139.99,Web,RECR,au,o576006159,organic,03/10/2017,$266.78
B000066553,03OCT2017:00:00:00.000,SO02071486,413.64,413.64,Web,WEB,au,o116661333,organic,03/10/2017,$788.27
B000104486,04OCT2017:00:00:00.000,SO02072422,254.82,249.32,Web,WEB,au,o479616021,organic,04/10/2017,$485.61
B000627500,05OCT2017:00:00:00.000,SO02073581,119.88,129.87,Web,RECR,au,o470782269,organic,05/10/2017,$228.45
B000085831,06OCT2017:00:00:00.000,SO02074861,149.94,164.93,Web,WEB,au,o457822687,organic,06/10/2017,$285.74
B000126401,06OCT2017:00:00:00.000,SO02075173,436.26,436.26,Web,WEB,au,o413896866,organic,06/10/2017,$831.38
B000266455,06OCT2017:00:00:00.000,SO02075174,179.88,192.87,Web,WEB,au,o477859803,organic,06/10/2017,$342.80
B000121035,07OCT2017:00:00:00.000,SO02075466,161.88,171.87,Web,WEB,au,o433968928,organic,07/10/2017,$308.49
B000639297,09OCT2017:00:00:00.000,SO02077536,155.88,135.87,Web,WEB,AU,o389029699,organic,10/10/2017,$297.06
B000576656,10OCT2017:00:00:00.000,SO02078418,234.84,234.84,Web,WEB,au,o299704612,organic,10/10/2017,$447.53
B000522832,12OCT2017:00:00:00.000,SO02080221,347.76,347.76,Web,WEB,au,o429178380,organic,12/10/2017,$662.72
B000293815,12OCT2017:00:00:00.000,SO02080439,119.88,129.87,Web,RECR,au,o515293792,organic,12/10/2017,$228.45
B000293815,12OCT2017:00:00:00.000,SO02080478,375.96,375.96,Web,WEB,au,o584895621,organic,12/10/2017,$493.04
B000646315,14OCT2017:00:00:00.000,SO02083827,479.64,479.64,Web,EM,au,o469692231,organic,14/10/2017,$914.04
B000667295,14OCT2017:00:00:00.000,SO02083853,179.88,164.87,Web,WEB,au,o418240777,organic,14/10/2017,$342.80
B000642462,16OCT2017:00:00:00.000,SO02085836,389.7,350.73,Web,WEB,au,o423274516,organic,16/10/2017,$742.65
B000686376,16OCT2017:00:00:00.000,SO02086332,179.88,159.87,Web,EM,au,o444210154,organic,16/10/2017,$342.80
B000731735,17OCT2017:00:00:00.000,SO02087372,139.99,139.99,Web,RECR,au,o590172232,organic,17/10/2017,$266.78
B000510493,17OCT2017:00:00:00.000,SO02087476,139.99,139.99,Web,RECR,au,o590240314,organic,17/10/2017,$266.78
B000732223,18OCT2017:00:00:00.000,SO02088613,139.99,139.99,Web,RECR,au,o591487807,organic,18/10/2017,$266.78
B000732224,18OCT2017:00:00:00.000,SO02088614,139.99,139.99,Web,RECR,au,o591493929,organic,18/10/2017,$266.78
B000732445,18OCT2017:00:00:00.000,SO02089232,139.99,139.99,Web,RECR,au,o591897229,organic,18/10/2017,$266.78
B000732446,18OCT2017:00:00:00.000,SO02089233,139.99,139.99,Web,RECR,au,o591915922,organic,18/10/2017,$266.78
B000160211,18OCT2017:00:00:00.000,SO02089262,335.76,314.76,Web,WEB,au,o588979702,organic,18/10/2017,$639.85
B000661395,18OCT2017:00:00:00.000,SO02089273,194.85,207.84,Web,WEB,au,o463868785,organic,18/10/2017,$371.32
B000732476,18OCT2017:00:00:00.000,SO02089279,139.99,139.99,Web,RECR,au,o592040695,organic,18/10/2017,$266.78
B000170195,19OCT2017:00:00:00.000,SO02090151,119.88,129.87,Web,RECR,au,o359319808,organic,19/10/2017,$228.45
B000733177,20OCT2017:00:00:00.000,SO02092896,139.99,119.99,Web,RECR,au,o594563837,organic,20/10/2017,$266.78
B000672517,20OCT2017:00:00:00.000,SO02093163,161.88,141.87,Web,WEB,au,o512719736,organic,20/10/2017,$308.49
B000733557,21OCT2017:00:00:00.000,SO02093770,139.99,139.99,Web,RECR,au,o595852506,organic,21/10/2017,$266.78
B000575500,21OCT2017:00:00:00.000,SO02093996,329.76,329.76,Web,WEB,au,o285713891,organic,21/10/2017,$628.42
B000659804,21OCT2017:00:00:00.000,SO02094131,139.99,139.99,Web,RECR,au,o403589755,organic,21/10/2017,$266.78
B000733884,22OCT2017:00:00:00.000,SO02094453,139.99,139.99,Web,RECR,au,o597334957,organic,22/10/2017,$266.78
B000678688,22OCT2017:00:00:00.000,SO02094565,228.56,243.55,Web,WEB,au,o569706529,organic,22/10/2017,$435.56
B000029402,23OCT2017:00:00:00.000,SO02095428,179.88,159.87,Web,WEB,au,o463844475,organic,23/10/2017,$342.80
B000666232,23OCT2017:00:00:00.000,SO02095743,161.88,171.87,Web,EM,au,o549431505,organic,23/10/2017,$308.49
B000082547,24OCT2017:00:00:00.000,SO02096752,299.76,299.76,Web,WEB,au,o533655495,organic,24/10/2017,$571.25
B000434250,24OCT2017:00:00:00.000,SO02096893,323.82,323.82,Web,WEB,AU,o538192982,organic,24/10/2017,$617.10
B000666174,25OCT2017:00:00:00.000,SO02097531,383.76,383.76,Web,WEB,AU,o416439048,organic,25/10/2017,$731.33
B000237779,25OCT2017:00:00:00.000,SO02098101,224.35,234.34,Web,WEB,AU,o529112419,organic,25/10/2017,$427.54
B000735605,26OCT2017:00:00:00.000,SO02099006,139.99,139.99,Web,RECR,AU,o603187991,organic,26/10/2017,$266.78
B000735714,26OCT2017:00:00:00.000,SO02099248,139.99,139.99,Web,RECR,AU,o603708251,organic,26/10/2017,$266.78
B000600874,27OCT2017:00:00:00.000,SO02099873,179.88,159.87,Web,EM,AU,o480700259,organic,27/10/2017,$342.80
B000736424,29OCT2017:00:00:00.000,SO02100693,139.99,139.99,Web,RECR,AU,o607751631,organic,29/10/2017,$266.78
B000586834,29OCT2017:00:00:00.000,SO02100726,357.78,297.78,Web,WEB,AU,o434631280,organic,29/10/2017,$754.20
B000537534,30OCT2017:00:00:00.000,SO02102582,119.88,117.88,Web,RECR,AU,o517440613,organic,30/10/2017,$228.45
B000737096,31OCT2017:00:00:00.000,SO02103807,139.99,139.99,Web,RECR,AU,o609913488,organic,31/10/2017,$266.78
B000737109,31OCT2017:00:00:00.000,SO02103838,139.99,119.99,Web,RECR,AU,o609937499,organic,31/10/2017,$266.78
B000692794,31OCT2017:00:00:00.000,SO02103884,341.76,281.76,Web,WEB,AU,o549237574,organic,31/10/2017,$651.29
B000737170,31OCT2017:00:00:00.000,SO02103963,139.99,139.99,Web,RECR,AU,o610519327,organic,01/11/2017,$266.78
B000512192,01NOV2017:00:00:00.000,SO02106491,510.87,475.68,Web,WEB,AU,o374193617,organic,01/11/2017,$670.55
B000327110,01NOV2017:00:00:00.000,SO02106786,203.88,213.87,Web,WEB,AU,o269569124,organic,01/11/2017,$388.53
B000718511,01NOV2017:00:00:00.000,SO02106824,119.88,129.87,Web,RECR,AU,o543591645,organic,01/11/2017,$228.45
B000711674,01NOV2017:00:00:00.000,SO02106891,119.88,129.87,Web,RECR,AU,o526620847,organic,01/11/2017,$228.45
B000738489,05NOV2017:00:00:00.000,SO02111433,194.85,184.84,Web,WEB,AU,o615559191,organic,05/11/2017,$371.32
B000697610,09NOV2017:00:00:00.000,SO02121886,161.88,141.87,Web,WEB,AU,o484488258,organic,09/11/2017,$308.49
B000243425,09NOV2017:00:00:00.000,SO02122016,150,164.99,Web,WEB,AU,o135784914,organic,09/11/2017,$285.85
B000705745,11NOV2017:00:00:00.000,SO02123627,119.88,134.87,Web,RECR,AU,o622719948,organic,11/11/2017,$228.45
B000647304,14NOV2017:00:00:00.000,SO02126533,578.56,578.56,Web,WEB,AU,o369350570,organic,14/11/2017,"$1,102.56"
B000412154,14NOV2017:00:00:00.000,SO02127116,362.28,362.28,Web,WEB,AU,o571714811,organic,15/11/2017,$690.39
B000741789,16NOV2017:00:00:00.000,SO02129133,139.99,139.99,Web,RECR,AU,o628302835,organic,16/11/2017,$266.78
B000741789,16NOV2017:00:00:00.000,SO02129134,139.99,139.99,Web,RECR,AU,o628307244,organic,16/11/2017,$266.78
B000719047,17NOV2017:00:00:00.000,SO02130361,139.99,139.99,Web,RECR,AU,o544489579,organic,17/11/2017,$266.78
B000074987,19NOV2017:00:00:00.000,SO02131247,431.82,431.82,Web,WEB,AU,o451746575,organic,19/11/2017,$822.91
B000523720,19NOV2017:00:00:00.000,SO02131507,161.88,171.87,Web,WEB,AU,o584537764,organic,20/11/2017,$308.49
B000523720,19NOV2017:00:00:00.000,SO02131527,139.99,139.99,Web,RECR,AU,o632725417,organic,20/11/2017,$266.78
B000743289,21NOV2017:00:00:00.000,SO02133532,443.88,443.88,Web,WEB,AU,o634144858,organic,21/11/2017,$845.90
B000690658,23NOV2017:00:00:00.000,SO02136576,258.85,278.83,Web,WEB,AU,o458405456,organic,23/11/2017,$493.29
B000318764,29NOV2017:00:00:00.000,SO02149806,407.76,407.76,Web,MM,AU,o625157584,organic,29/11/2017,$777.06
B000543674,01DEC2017:00:00:00.000,SO02156296,139.99,139.99,Web,RECR,AU,o241303081,organic,01/12/2017,$266.78
B000742479,01DEC2017:00:00:00.000,SO02156736,119.88,129.87,Web,RECR,AU,o630841410,organic,02/12/2017,$228.45
B000679704,04DEC2017:00:00:00.000,SO02164642,119.88,134.87,Web,RECR,AU,o619113674,organic,04/12/2017,$228.45
B000401055,08DEC2017:00:00:00.000,SO02176971,139.99,119.99,Web,RECR,AU,o180329157,organic,08/12/2017,$266.78
B000171638,09DEC2017:00:00:00.000,SO02177337,268.99,278.98,Web,MM,AU,o259868490,organic,09/12/2017,$470.71
B000595304,10DEC2017:00:00:00.000,SO02178707,335.76,335.76,Web,WEB,au,o521711597,organic,11/12/2017,$639.85
B000756717,13DEC2017:00:00:00.000,SO02182054,139.99,139.99,Web,RECR,au,o665007938,organic,13/12/2017,$266.78
B000310787,13DEC2017:00:00:00.000,SO02182096,119.88,132.87,Web,RECR,au,o313041163,organic,13/12/2017,$228.45
B000753031,13DEC2017:00:00:00.000,SO02182680,139.99,139.99,Web,RECR,au,o656228080,organic,14/12/2017,$266.78
B000737294,14DEC2017:00:00:00.000,SO02183303,129.99,142.98,Web,RECR,au,o610788910,organic,14/12/2017,$247.72
B000552629,16DEC2017:00:00:00.000,SO02184451,179.99,189.98,Web,RECR,au,o559288501,organic,16/12/2017,$343
B000759309,26DEC2017:00:00:00.000,SO02187732,139.99,139.99,Web,RECR,au,o686219728,organic,26/12/2017,$266.78
B000727584,26DEC2017:00:00:00.000,SO02187806,428.28,428.28,Web,WEB,au,o580630187,organic,26/12/2017,"$1,042.95"
B000759354,26DEC2017:00:00:00.000,SO02187906,139.99,119.99,Web,RECR,au,o687287175,organic,27/12/2017,$266.78
B000718177,29DEC2017:00:00:00.000,SO02189361,404.44,344.44,Web,WEB,au,o609890276,organic,30/12/2017,$770.74
B000509561,03JAN2018:00:00:00.000,SO02190787,139.99,139.99,Web,RECR,au,o699834614,organic,03/01/2018,$266.78
B000212585,03JAN2018:00:00:00.000,SO02190797,335.76,335.76,Web,WEB,au,o610065323,organic,03/01/2018,$639.85
B000405399,03JAN2018:00:00:00.000,SO02190811,221.85,231.84,Web,WEB,au,o622007273,organic,03/01/2018,$422.78
B000554219,03JAN2018:00:00:00.000,SO02190997,206.85,216.84,Web,WEB,au,o582725785,organic,04/01/2018,$394.19
B000584866,04JAN2018:00:00:00.000,SO02191301,341.76,341.76,Web,WEB,au,o330302380,organic,04/01/2018,$651.29
B000628039,04JAN2018:00:00:00.000,SO02191382,455.76,455.76,Web,WEB,au,o478904152,organic,04/01/2018,$868.54
B000647192,05JAN2018:00:00:00.000,SO02191624,527.64,527.64,Web,WEB,au,o614541054,organic,05/01/2018,"$1,005.52"
B000439572,07JAN2018:00:00:00.000,SO02192306,149.94,159.93,Web,WEB,au,o197052195,organic,07/01/2018,$285.74
B000563275,07JAN2018:00:00:00.000,SO02192361,311.76,311.76,Web,WEB,au,o437203902,organic,07/01/2018,$594.12
B000607121,08JAN2018:00:00:00.000,SO02193942,179.88,189.87,Web,WEB,au,o400778722,organic,08/01/2018,$342.80
B000268504,08JAN2018:00:00:00.000,SO02194290,425.76,425.76,Web,WEB,au,o661931847,organic,08/01/2018,$811.37
B000064012,11JAN2018:00:00:00.000,SO02197891,335.76,335.76,Web,WEB,au,o534803260,organic,11/01/2018,$639.85
B000599997,12JAN2018:00:00:00.000,SO02199745,187.35,200.34,Web,WEB,au,o652232799,organic,12/01/2018,$357.03
B000182800,12JAN2018:00:00:00.000,SO02200062,167.88,177.87,Web,WEB,au,o710936742,organic,12/01/2018,$319.93
B000648177,12JAN2018:00:00:00.000,SO02200121,139.99,139.99,Web,RECR,au,o517370235,organic,12/01/2018,$266.78
B000741567,16JAN2018:00:00:00.000,SO02203443,139.99,139.99,Web,RECR,au,o636536479,organic,16/01/2018,$266.78
B000593650,17JAN2018:00:00:00.000,SO02204342,299.76,299.76,Web,WEB,au,o563277005,organic,17/01/2018,$571.25
B000153123,17JAN2018:00:00:00.000,SO02204502,308.08,308.08,Web,WEB,au,o221846893,organic,17/01/2018,$532.03
B000687630,19JAN2018:00:00:00.000,SO02206796,291.79,291.79,Web,WEB,au,o642851679,organic,19/01/2018,$594.17
B000743289,23JAN2018:00:00:00.000,SO02210332,227.88,237.87,Web,EM,au,o646294920,organic,23/01/2018,$434.27
B000112876,25JAN2018:00:00:00.000,SO02212516,149.94,159.93,Web,WEB,au,o270952393,organic,25/01/2018,$285.74
B000231896,26JAN2018:00:00:00.000,SO02212931,254.82,284.8,Web,WEB,au,o155621629,organic,26/01/2018,$485.61
B000441944,29JAN2018:00:00:00.000,SO02214695,139.99,139.99,Web,RECR,au,o745687758,organic,29/01/2018,$266.78
B000764380,30JAN2018:00:00:00.000,SO02215843,284.84,264.84,Web,WEB,au,o748092764,organic,30/01/2018,$542.82
B000163248,01FEB2018:00:00:00.000,SO02218302,407.73,407.73,Web,WEB,au,o579006606,organic,01/02/2018,$777.01
B000745310,02FEB2018:00:00:00.000,SO02218956,161.88,171.87,Web,MM,au,o640861328,organic,02/02/2018,$308.49
B000273344,02FEB2018:00:00:00.000,SO02219674,139.99,139.99,Web,RECR,au,o430811666,organic,02/02/2018,$266.78
B000764894,02FEB2018:00:00:00.000,SO02219704,139.99,139.99,Web,RECR,au,o752810384,organic,02/02/2018,$266.78
B000740974,02FEB2018:00:00:00.000,SO02219784,167.88,160.87,Web,MM,au,o625890745,organic,02/02/2018,$319.93
B000151594,03FEB2018:00:00:00.000,SO02220400,179.88,192.87,Web,MM,au,o675518175,organic,03/02/2018,$342.80
B000659614,03FEB2018:00:00:00.000,SO02220518,129.99,139.98,Web,RECR,au,o651062037,organic,03/02/2018,$247.72
B000647624,03FEB2018:00:00:00.000,SO02220566,119.88,119.88,Web,RECR,au,o689813710,organic,04/02/2018,$228.45
B000755519,03FEB2018:00:00:00.000,SO02220585,119.88,129.87,Web,RECR,au,o662072845,organic,04/02/2018,$228.45
B000755519,03FEB2018:00:00:00.000,SO02220586,129.99,139.98,Web,RECR,au,o755586425,organic,04/02/2018,$247.72
B000538986,04FEB2018:00:00:00.000,SO02220759,194.85,204.84,Web,MM,au,o538806617,organic,04/02/2018,$371.32
