Brand_Acc,createddate,salesid,subtotal,totaldiscount,osschannelid,dwinf_salesactivity,dataareaid,Transaction_ID,Medium,Date,Product_Revenue
B000534861,04FEB2018:00:00:00.000,SO02220781,139.99,152.98,Web,RECR,au,o468976965,organic,04/02/2018,$266.78
B000617185,05FEB2018:00:00:00.000,SO02222616,359.76,359.76,Web,MM,au,o374728795,organic,05/02/2018,$685.59
B000752736,05FEB2018:00:00:00.000,SO02222799,119.88,129.87,Web,RECR,au,o655902171,organic,05/02/2018,$228.45
B000359870,06FEB2018:00:00:00.000,SO02224679,119.88,129.87,Web,RECR,au,o461841776,organic,06/02/2018,$228.45
B000766018,07FEB2018:00:00:00.000,SO02225737,139.99,139.99,Web,RECR,au,o761110485,organic,07/02/2018,$266.78
B000692569,07FEB2018:00:00:00.000,SO02226379,203.88,213.87,Web,WEB,au,o762535198,organic,08/02/2018,$388.53
B000766484,08FEB2018:00:00:00.000,SO02227851,179.88,189.87,Web,WEB,au,o764110402,organic,09/02/2018,$342.80
B000721387,09FEB2018:00:00:00.000,SO02228268,139.99,149.98,Web,RECR,au,o552110364,organic,09/02/2018,$266.78
B000766701,09FEB2018:00:00:00.000,SO02228838,139.99,119.99,Web,RECR,au,o764812729,organic,09/02/2018,$266.78
B000738524,10FEB2018:00:00:00.000,SO02229430,139.99,139.99,Web,RECR,au,o615693704,organic,10/02/2018,$266.78
B000691534,12FEB2018:00:00:00.000,SO02231009,119.88,129.87,Web,RECR,au,o769035530,organic,12/02/2018,$228.45
B000704219,12FEB2018:00:00:00.000,SO02231098,347.76,347.76,Web,MM,au,o587936387,organic,12/02/2018,$662.72
B000007744,14FEB2018:00:00:00.000,SO02233447,155.88,168.87,Web,MM,au,o435961560,organic,14/02/2018,$297.06
B000767956,14FEB2018:00:00:00.000,SO02234095,139.99,139.99,Web,RECR,au,o774773189,organic,14/02/2018,$266.78
B000739256,14FEB2018:00:00:00.000,SO02234595,1131.24,1131.24,Web,WEB,au,o716575517,organic,15/02/2018,"$2,155.79"
B000154045,17FEB2018:00:00:00.000,SO02236526,119.99,129.98,Web,RECR,au,o297929027,organic,17/02/2018,$228.66
B000398960,19FEB2018:00:00:00.000,SO02238011,119.99,132.98,Web,RECR,au,o320962109,organic,19/02/2018,$228.66
B000734843,20FEB2018:00:00:00.000,SO02238949,119.99,129.98,Web,RECR,au,o667971328,organic,20/02/2018,$228.66
B000602254,20FEB2018:00:00:00.000,SO02239599,374.76,374.76,Web,WEB,au,o673863280,organic,21/02/2018,$714.18
B000661065,21FEB2018:00:00:00.000,SO02240243,179.99,192.98,Web,RECR,au,o787410123,organic,21/02/2018,$343
B000730518,21FEB2018:00:00:00.000,SO02240657,119.99,129.98,Web,RECR,au,o586798557,organic,22/02/2018,$228.66
B000769503,22FEB2018:00:00:00.000,SO02241154,139.99,139.99,Web,RECR,au,o788616401,organic,22/02/2018,$266.78
B000742479,22FEB2018:00:00:00.000,SO02241306,119.99,129.98,Web,RECR,au,o788916362,organic,22/02/2018,$228.66
B000573609,25FEB2018:00:00:00.000,SO02242791,139.99,139.99,Web,RECR,au,o604375196,organic,25/02/2018,$266.78
B000151571,27FEB2018:00:00:00.000,SO02244777,179.88,194.87,Web,WEB,au,o577853176,organic,27/02/2018,$342.80
B000403925,28FEB2018:00:00:00.000,SO02245893,567.71,567.71,Web,WEB,au,o754405833,organic,28/02/2018,$777.06
B000745979,28FEB2018:00:00:00.000,SO02245937,179.99,189.98,Web,RECR,au,o643070036,organic,28/02/2018,$343
B000597196,01MAR2018:00:00:00.000,SO02246743,335.76,305.76,Web,MM,au,o759090729,organic,01/03/2018,$639.85
B000628069,02MAR2018:00:00:00.000,SO02248137,359.76,359.76,Web,WEB,au,o803024684,organic,02/03/2018,$685.59
B000763739,04MAR2018:00:00:00.000,SO02248837,119.99,132.98,Web,RECR,au,o755954002,organic,04/03/2018,$228.66
B000767875,05MAR2018:00:00:00.000,SO02250064,161.99,161.99,Web,RECR,au,o774258673,organic,05/03/2018,$266.78
B000634793,05MAR2018:00:00:00.000,SO02250692,139.99,139.99,Web,RECR,au,o534380992,organic,05/03/2018,$266.78
B000166982,05MAR2018:00:00:00.000,SO02251119,194.85,204.84,Web,WEB,au,o759011471,organic,06/03/2018,$371.32
B000692615,06MAR2018:00:00:00.000,SO02251698,119.99,134.98,Web,RECR,au,o552588828,organic,06/03/2018,$228.66
B000707854,06MAR2018:00:00:00.000,SO02252452,239.88,219.87,Web,MM,au,o519611826,organic,07/03/2018,$457.14
B000772284,07MAR2018:00:00:00.000,SO02253149,149.94,162.93,Web,WEB,au,o811462475,organic,07/03/2018,$285.74
B000576360,08MAR2018:00:00:00.000,SO02254140,576.23,576.23,Web,WEB,au,o813241774,organic,08/03/2018,"$1,098.12"
B000625010,11MAR2018:00:00:00.000,SO02256318,366.79,366.79,Web,WEB,au,o673687001,organic,11/03/2018,$698.99
B000557944,11MAR2018:00:00:00.000,SO02256366,179.88,192.87,Web,WEB,au,o254457161,organic,11/03/2018,$342.80
B000416160,11MAR2018:00:00:00.000,SO02256373,300.9,300.9,Web,WEB,au,o734262385,organic,11/03/2018,$573.42
B000718564,11MAR2018:00:00:00.000,SO02256377,119.99,132.98,Web,RECR,au,o574296914,organic,11/03/2018,$228.66
B000735278,12MAR2018:00:00:00.000,SO02257606,194.85,207.84,Web,WEB,au,o720747460,organic,12/03/2018,$371.32
B000773425,12MAR2018:00:00:00.000,SO02257638,129.99,129.99,Web,RECR,au,o820904212,organic,12/03/2018,$266.78
B000652114,13MAR2018:00:00:00.000,SO02258108,119.99,129.98,Web,RECR,au,o712770376,organic,13/03/2018,$228.66
B000773689,13MAR2018:00:00:00.000,SO02258578,139.99,139.99,Web,RECR,au,o822813182,organic,13/03/2018,$266.78
B000355779,14MAR2018:00:00:00.000,SO02259176,239.85,249.84,Web,WEB,au,o209755315,organic,14/03/2018,$457.08
B000706639,14MAR2018:00:00:00.000,SO02259573,649.68,649.68,Web,WEB,au,o633222846,organic,15/03/2018,"$1,238.09"
B000751738,18MAR2018:00:00:00.000,SO02262690,139.99,139.99,Web,RECR,AU,o654933396,organic,18/03/2018,$266.78
B000775299,19MAR2018:00:00:00.000,SO02264342,139.99,139.99,Web,RECR,AU,o832925669,organic,19/03/2018,$266.78
B000775324,19MAR2018:00:00:00.000,SO02264386,139.99,139.99,Web,RECR,AU,o833630597,organic,20/03/2018,$266.78
B000628251,20MAR2018:00:00:00.000,SO02265292,179.88,189.87,Web,WEB,AU,o652566595,organic,20/03/2018,$342.80
B000737800,20MAR2018:00:00:00.000,SO02265612,187.35,167.34,Web,MM,AU,o612189490,organic,20/03/2018,$357.03
B000692188,20MAR2018:00:00:00.000,SO02265713,179.88,192.87,Web,MM,AU,o500368692,organic,20/03/2018,$342.80
B000776575,22MAR2018:00:00:00.000,SO02268378,139.99,139.99,Web,RECR,AU,o836926917,organic,22/03/2018,$266.78
B000617794,22MAR2018:00:00:00.000,SO02268522,335.76,335.76,Web,MM,AU,o535192715,organic,22/03/2018,$639.85
B000537653,22MAR2018:00:00:00.000,SO02268764,179.85,189.84,Web,WEB,AU,o710941596,organic,22/03/2018,$342.74
B000776714,22MAR2018:00:00:00.000,SO02268808,139.99,139.99,Web,RECR,AU,o837246402,organic,22/03/2018,$266.78
B000587769,22MAR2018:00:00:00.000,SO02268949,179.88,192.87,Web,MM,AU,o601038340,organic,23/03/2018,$342.80
B000652114,23MAR2018:00:00:00.000,SO02269298,139.99,139.99,Web,RECR,AU,o822243866,organic,23/03/2018,$266.78
B000293815,23MAR2018:00:00:00.000,SO02269836,224.4,224.4,Web,WEB,AU,o838644935,organic,24/03/2018,$427.64
B000293815,23MAR2018:00:00:00.000,SO02269847,119.99,119.99,Web,RECR,AU,o839345839,organic,24/03/2018,$228.66
B000776238,25MAR2018:00:00:00.000,SO02270602,179.99,192.98,Web,RECR,au,o835529473,organic,25/03/2018,$343
B000680114,26MAR2018:00:00:00.000,SO02271636,139.99,139.99,Web,RECR,AU,o436465193,organic,26/03/2018,$266.78
B000733429,26MAR2018:00:00:00.000,SO02271661,139.99,139.99,Web,RECR,AU,o786399528,organic,26/03/2018,$266.78
B000525975,27MAR2018:00:00:00.000,SO02272246,179.88,189.87,Web,MM,AU,o525408849,organic,27/03/2018,$342.80
B000777856,27MAR2018:00:00:00.000,SO02272303,149.94,164.93,Web,MM,AU,o844292009,organic,27/03/2018,$285.74
B000075925,27MAR2018:00:00:00.000,SO02272469,139.99,139.99,Web,RECR,AU,o844619047,organic,27/03/2018,$266.78
B000124279,28MAR2018:00:00:00.000,SO02272986,119.99,129.98,Web,RECR,AU,o145070336,organic,28/03/2018,$228.66
B000690188,28MAR2018:00:00:00.000,SO02273137,139.99,139.99,Web,RECR,AU,o702749716,organic,28/03/2018,$266.78
B000280852,29MAR2018:00:00:00.000,SO02273626,139.99,139.99,Web,RECR,AU,o847243113,organic,29/03/2018,$266.78
B000736290,30MAR2018:00:00:00.000,SO02274117,139.99,139.99,Web,RECR,AU,o745630236,organic,30/03/2018,$266.78
B000605734,31MAR2018:00:00:00.000,SO02274357,547.38,547.38,Web,MM,AU,o810641161,organic,31/03/2018,"$1,043.14"
B000778764,02APR2018:00:00:00.000,SO02274698,575.64,575.64,Web,MM,AU,o853933910,organic,02/04/2018,"$1,096.99"
B000441944,03APR2018:00:00:00.000,SO02276062,119.99,134.98,Web,RECR,AU,o745689996,organic,03/04/2018,$228.66
B000779478,05APR2018:00:00:00.000,SO02278287,139.99,139.99,Web,RECR,AU,o859368511,organic,05/04/2018,$266.78
B000703154,06APR2018:00:00:00.000,SO02278991,119.99,129.98,Web,RECR,AU,o807897719,organic,06/04/2018,$228.66
B000694079,06APR2018:00:00:00.000,SO02279429,119.99,132.98,Web,RECR,AU,o861363401,organic,06/04/2018,$228.66
B000777886,06APR2018:00:00:00.000,SO02279806,359.73,339.73,Web,WEB,AU,o844415825,organic,07/04/2018,$685.53
B000709792,07APR2018:00:00:00.000,SO02280123,139.99,139.99,Web,RECR,AU,o524579019,organic,07/04/2018,$266.78
B000579319,07APR2018:00:00:00.000,SO02280156,224.85,234.84,Web,WEB,AU,o752503579,organic,07/04/2018,$428.49
B000642919,07APR2018:00:00:00.000,SO02280194,461.76,461.76,Web,MM,AU,o820631261,organic,08/04/2018,$879.97
B000692190,08APR2018:00:00:00.000,SO02280287,139.99,139.99,Web,RECR,AU,o462410234,organic,08/04/2018,$266.78
B000207484,09APR2018:00:00:00.000,SO02281243,179.88,189.87,Web,MM,AU,o755789241,organic,09/04/2018,$342.80
B000641232,09APR2018:00:00:00.000,SO02281343,179.88,194.87,Web,MM,AU,o839660303,organic,09/04/2018,$342.80
B000106892,09APR2018:00:00:00.000,SO02281862,398.73,338.73,Web,MM,AU,o418814388,organic,09/04/2018,$759.86
B000296409,10APR2018:00:00:00.000,SO02282211,209.85,189.84,Web,MM,AU,o232769034,organic,10/04/2018,$399.91
B000109096,10APR2018:00:00:00.000,SO02282451,149.99,159.98,Web,RECR,AU,o369227942,organic,10/04/2018,$285.83
B000281319,10APR2018:00:00:00.000,SO02283055,329.73,269.73,Web,MM,AU,o869295209,organic,10/04/2018,$628.36
B000286214,10APR2018:00:00:00.000,SO02283126,299.76,299.76,Web,MM,AU,o869062128,organic,10/04/2018,$571.25
B000763429,10APR2018:00:00:00.000,SO02283161,139.99,139.99,Web,RECR,AU,o737570953,organic,11/04/2018,$266.78
B000383846,12APR2018:00:00:00.000,SO02284603,139.99,139.99,Web,RECR,AU,o621683215,organic,12/04/2018,$266.78
B000754048,12APR2018:00:00:00.000,SO02284747,119.99,134.98,Web,RECR,AU,o657924724,organic,12/04/2018,$228.66
B000669581,12APR2018:00:00:00.000,SO02284792,139.99,139.99,Web,RECR,AU,o599951865,organic,12/04/2018,$266.78
B000602254,12APR2018:00:00:00.000,SO02285279,293.79,313.77,Web,MM,AU,o848892220,organic,12/04/2018,$559.87
B000200190,12APR2018:00:00:00.000,SO02285323,239.88,269.87,Web,MM,AU,o663904527,organic,12/04/2018,$457.14
B000423285,12APR2018:00:00:00.000,SO02285425,119.99,129.98,Web,RECR,AU,o873903143,organic,13/04/2018,$228.66
B000672169,13APR2018:00:00:00.000,SO02286354,139.99,139.99,Web,RECR,AU,o874575307,organic,13/04/2018,$266.78
B000009521,15APR2018:00:00:00.000,SO02286992,173.88,188.87,Web,MM,AU,o708724552,organic,15/04/2018,$331.36
B000473446,15APR2018:00:00:00.000,SO02287000,659.52,659.52,Web,MM,AU,o878121633,organic,15/04/2018,"$1,256.84"
B000519962,15APR2018:00:00:00.000,SO02287003,155.88,140.87,Web,MM,AU,o528722710,organic,15/04/2018,$297.06
B000781711,16APR2018:00:00:00.000,SO02288478,139.99,139.99,Web,RECR,au,o880449548,organic,16/04/2018,$266.78
B000081714,17APR2018:00:00:00.000,SO02289539,119.99,129.98,Web,RECR,au,o750999836,organic,17/04/2018,$228.66
B000782495,21APR2018:00:00:00.000,SO02292663,139.99,139.99,Web,RECR,AU,o889974636,organic,21/04/2018,$266.78
B000154045,23APR2018:00:00:00.000,SO02293791,125.91,135.9,Web,WEB,AU,o804748091,organic,23/04/2018,$239.95
B000703462,23APR2018:00:00:00.000,SO02294163,254.67,260.65,Web,WEB,AU,o824199886,organic,23/04/2018,$485.32
B000782933,24APR2018:00:00:00.000,SO02294642,139.99,119.99,Web,RECR,AU,o895634809,organic,24/04/2018,$266.78
B000182348,24APR2018:00:00:00.000,SO02294792,149.99,159.98,Web,RECR,AU,o292093091,organic,24/04/2018,$285.83
B000783169,25APR2018:00:00:00.000,SO02295187,139.99,139.99,Web,RECR,AU,o898204234,organic,25/04/2018,$266.78
B000783174,25APR2018:00:00:00.000,SO02295194,139.99,139.99,Web,RECR,AU,o898209307,organic,25/04/2018,$266.78
B000758578,29APR2018:00:00:00.000,SO02298127,209.85,189.84,Web,MM,AU,o675773205,organic,29/04/2018,$399.91
B000526019,29APR2018:00:00:00.000,SO02298276,203.88,183.87,Web,MM,AU,o536506984,organic,29/04/2018,$388.53
B000784170,01MAY2018:00:00:00.000,SO02301399,139.99,139.99,Web,RECR,AU,o912878169,organic,01/05/2018,$266.78
B000772080,02MAY2018:00:00:00.000,SO02302498,119.99,129.98,Web,RECR,AU,o810330237,organic,02/05/2018,$228.66
B000784630,03MAY2018:00:00:00.000,SO02303893,139.99,119.99,Web,RECR,AU,o918440844,organic,04/05/2018,$266.78
B000105522,04MAY2018:00:00:00.000,SO02304332,170.88,183.87,Web,MM,AU,o895810554,organic,04/05/2018,$325.64
B000747313,04MAY2018:00:00:00.000,SO02304499,179.88,159.87,Web,MM,AU,o644735288,organic,04/05/2018,$342.80
B000648177,04MAY2018:00:00:00.000,SO02305042,139.99,139.99,Web,RECR,AU,o717044714,organic,04/05/2018,$266.78
B000016491,05MAY2018:00:00:00.000,SO02305401,167.88,147.87,Web,MM,AU,o811872782,organic,05/05/2018,$319.93
B000785305,06MAY2018:00:00:00.000,SO02305832,227.88,240.87,Web,MM,AU,o923598269,organic,06/05/2018,$434.27
B000785319,06MAY2018:00:00:00.000,SO02305849,139.99,139.99,Web,RECR,AU,o608817306,organic,06/05/2018,$266.78
B000703524,07MAY2018:00:00:00.000,SO02306963,350.88,350.88,Web,MM,au,o725631550,organic,07/05/2018,$668.67
B000718416,07MAY2018:00:00:00.000,SO02307975,119.99,129.98,Web,RECR,au,o579002730,organic,08/05/2018,$228.66
B000499935,08MAY2018:00:00:00.000,SO02308927,179.88,159.87,Web,MM,au,o559157973,organic,08/05/2018,$342.80
B000755407,08MAY2018:00:00:00.000,SO02308955,179.87,162.86,Web,MM,au,o661905800,organic,08/05/2018,$342.80
B000723575,08MAY2018:00:00:00.000,SO02309177,119.99,132.98,Web,RECR,au,o561032572,organic,08/05/2018,$228.66
B000787097,09MAY2018:00:00:00.000,SO02310735,392.34,362.34,Web,MM,au,o930580247,organic,09/05/2018,$747.68
B000787219,09MAY2018:00:00:00.000,SO02310998,139.99,139.99,Web,RECR,au,o930791220,organic,09/05/2018,$266.78
B000065205,10MAY2018:00:00:00.000,SO02312316,181.86,196.85,Web,MM,au,o218751301,organic,10/05/2018,$346.57
B000616034,12MAY2018:00:00:00.000,SO02314922,179.88,189.87,Web,MM,au,o867098035,organic,12/05/2018,$342.80
B000418075,12MAY2018:00:00:00.000,SO02314966,189.18,159.18,Web,MM,au,o770936172,organic,12/05/2018,$710.40
B000750378,12MAY2018:00:00:00.000,SO02315057,139.99,139.99,Web,RECR,au,o652068483,organic,12/05/2018,$266.78
B000789144,12MAY2018:00:00:00.000,SO02315111,99.96,109.95,Web,MM,au,o938199582,organic,12/05/2018,$190.49
B000108757,14MAY2018:00:00:00.000,SO02315227,863.52,863.52,Web,MM,au,o445393447,organic,13/05/2018,"$1,645.60"
B000589595,14MAY2018:00:00:00.000,SO02316921,239.88,249.87,Web,MM,au,o632176632,organic,14/05/2018,$457.14
B000720766,15MAY2018:00:00:00.000,SO02317977,335.76,335.76,Web,MM,au,o893670546,organic,15/05/2018,$639.85
B000506073,15MAY2018:00:00:00.000,SO02318217,361.97,361.97,Web,MM,au,o870513130,organic,15/05/2018,$689.80
B000303481,15MAY2018:00:00:00.000,SO02318296,335.76,335.76,Web,MM,au,o339893257,organic,15/05/2018,$639.85
B000563577,16MAY2018:00:00:00.000,SO02319003,139.99,119.99,Web,RECR,au,o946869777,organic,16/05/2018,$266.78
B000638043,16MAY2018:00:00:00.000,SO02319138,139.99,139.99,Web,RECR,au,o946982347,organic,16/05/2018,$266.78
B000790909,17MAY2018:00:00:00.000,SO02320351,139.99,139.99,Web,RECR,au,o949451444,organic,17/05/2018,$266.78
B000667674,17MAY2018:00:00:00.000,SO02320941,139.99,139.99,Web,RECR,au,o951444850,organic,18/05/2018,$266.78
B000752757,18MAY2018:00:00:00.000,SO02321437,119.99,129.98,Web,RECR,au,o786666363,organic,18/05/2018,$228.66
B000691735,21MAY2018:00:00:00.000,SO02324295,179.88,179.88,Web,MM,au,o928146013,organic,21/05/2018,$342.80
B000728134,22MAY2018:00:00:00.000,SO02325562,231.88,211.87,Web,MM,au,o962096568,organic,22/05/2018,$441.89
B000718592,22MAY2018:00:00:00.000,SO02325668,203.88,216.87,Web,WEB,au,o543680889,organic,22/05/2018,$388.53
B000425894,26MAY2018:00:00:00.000,SO02330166,113.94,126.93,Web,WEB,au,o286973589,organic,26/05/2018,$217.13
B000624689,26MAY2018:00:00:00.000,SO02330203,214.35,234.33,Web,MM,au,o673994596,organic,26/05/2018,$408.48
B000794059,26MAY2018:00:00:00.000,SO02330212,139.99,139.99,Web,RECR,au,o972066484,organic,26/05/2018,$266.78
B000719897,29MAY2018:00:00:00.000,SO02333400,248.76,248.76,Web,MM,au,o972608834,organic,29/05/2018,$474.06
B000690260,30MAY2018:00:00:00.000,SO02334726,304.73,304.73,Web,MM,au,o900066065,organic,30/05/2018,$599.78
B000797204,08JUN2018:00:00:00.000,SO02339840,139.99,139.99,Web,RECR,au,o1000979278,organic,06/06/2018,$266.78
B000797388,08JUN2018:00:00:00.000,SO02340239,139.99,119.99,Web,RECR,au,o1003628292,organic,07/06/2018,$266.78
B000797388,08JUN2018:00:00:00.000,SO02340248,119.99,129.98,Web,RECR,au,o1003649951,organic,07/06/2018,$228.66
B000797454,08JUN2018:00:00:00.000,SO02340402,139.99,139.99,Web,RECR,au,o1005766250,organic,08/06/2018,$266.78
B000797455,08JUN2018:00:00:00.000,SO02340403,139.99,139.99,Web,RECR,au,o1005767271,organic,08/06/2018,$266.78
B000459940,08JUN2018:00:00:00.000,SO02340567,317.76,317.76,Web,MM,au,o585115806,organic,07/06/2018,$605.55
B000493169,08JUN2018:00:00:00.000,SO02342699,179.88,189.87,Web,MM,au,o237620880,organic,08/06/2018,$342.80
B000215551,10JUN2018:00:00:00.000,SO02343380,179.99,194.98,Web,RECR,au,o996318416,organic,10/06/2018,$343
B000798329,10JUN2018:00:00:00.000,SO02343401,129.99,139.98,Web,RECR,au,o1012168097,organic,10/06/2018,$247.72
B000798329,10JUN2018:00:00:00.000,SO02343421,149.99,159.98,Web,RECR,au,o1012231739,organic,10/06/2018,$285.83
B000765599,11JUN2018:00:00:00.000,SO02343559,119.99,119.99,Web,RECR,au,o1014197555,organic,11/06/2018,$228.66
B000765599,11JUN2018:00:00:00.000,SO02343561,119.99,119.99,Web,RECR,au,o849179522,organic,11/06/2018,$228.66
B000525689,11JUN2018:00:00:00.000,SO02343841,314.73,304.73,Web,MM,au,o1008783195,organic,09/06/2018,$599.78
B000798770,12JUN2018:00:00:00.000,SO02345879,161.88,176.87,Web,MM,au,o1017670463,organic,12/06/2018,$308.49
B000798854,12JUN2018:00:00:00.000,SO02346026,191.88,201.87,Web,MM,au,o1019334146,organic,13/06/2018,$365.66
B000666480,12JUN2018:00:00:00.000,SO02346033,119.99,129.98,Web,RECR,au,o977322512,organic,13/06/2018,$228.66
B000786685,14JUN2018:00:00:00.000,SO02347671,119.99,109.98,Web,RECR,au,o1012081614,organic,14/06/2018,$228.66
B000674240,14JUN2018:00:00:00.000,SO02347813,119.99,134.98,Web,RECR,au,o960370066,organic,14/06/2018,$228.66
B000235879,15JUN2018:00:00:00.000,SO02348637,179.88,189.87,Web,WEB,au,o988001972,organic,15/06/2018,$342.80
B000398350,17JUN2018:00:00:00.000,SO02349931,395.76,395.76,Web,MM,au,o937942569,organic,17/06/2018,$754.20
B000800403,19JUN2018:00:00:00.000,SO02352859,139.99,139.99,Web,RECR,au,o1036323581,organic,19/06/2018,$266.78
B000800433,19JUN2018:00:00:00.000,SO02352944,139.99,139.99,Web,RECR,au,o1036506495,organic,19/06/2018,$266.78
B000671986,20JUN2018:00:00:00.000,SO02354653,119.99,129.98,Web,RECR,au,o897523562,organic,20/06/2018,$228.66
B000141714,20JUN2018:00:00:00.000,SO02354661,298.35,328.34,Web,MM,au,o179376525,organic,20/06/2018,$568.56
B000361884,20JUN2018:00:00:00.000,SO02354879,139.99,139.99,Web,RECR,au,o1040822550,organic,21/06/2018,$266.78
B000733074,21JUN2018:00:00:00.000,SO02355879,139.99,139.99,Web,RECR,au,o594387900,organic,21/06/2018,$266.78
B000801313,21JUN2018:00:00:00.000,SO02356129,129.99,139.98,Web,RECR,au,o1042086872,organic,21/06/2018,$247.72
B000768044,22JUN2018:00:00:00.000,SO02357661,239.88,249.87,Web,WEB,au,o1045275475,organic,22/06/2018,$457.14
B000801755,22JUN2018:00:00:00.000,SO02357753,179.88,189.87,Web,WEB,au,o1044334400,organic,22/06/2018,$342.80
B000774950,23JUN2018:00:00:00.000,SO02358321,215.85,215.84,Web,MM,au,o1005174778,organic,23/06/2018,$411.34
B000802212,24JUN2018:00:00:00.000,SO02359026,255,269.99,Web,WEB,au,o1049660412,organic,24/06/2018,$485.95
B000724064,25JUN2018:00:00:00.000,SO02359385,0,0,Web,RECR,au,o807768728,organic,25/06/2018,$228.66
B000724064,25JUN2018:00:00:00.000,SO02359509,179.99,189.98,Web,RECR,au,o1053297735,organic,25/06/2018,$343
B000802503,25JUN2018:00:00:00.000,SO02359911,139.99,139.99,Web,RECR,au,o1053846226,organic,25/06/2018,$266.78
B000802649,26JUN2018:00:00:00.000,SO02360434,239.88,252.87,Web,MM,au,o1056490138,organic,26/06/2018,$457.14
B000802742,26JUN2018:00:00:00.000,SO02360659,139.99,139.99,Web,RECR,au,o1057188048,organic,26/06/2018,$266.78
B000206754,27JUN2018:00:00:00.000,SO02361362,161.88,171.87,Web,MM,au,o752854683,organic,27/06/2018,$308.49
